guide	group	tc_id	description
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	G — Safety & Compliance (End User)	MSG-TC-G05	Recall safety alert notification
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	G — Safety & Compliance (End User)	MSG-TC-G06	Appeal max-attempt limit follows admin config
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	G — Safety & Compliance (End User)	MSG-TC-G07	Appeal window follows admin config
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	G — Safety & Compliance (End User)	MSG-TC-G08	AI moderation toggle affects automated image review
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	G — Safety & Compliance (End User)	MSG-TC-G09	Recall check toggle and threshold affect recall flagging
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H01	Flagged items moderation queue
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H02	Approve a flagged item
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H03	Reject with reason
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H04	Request edits
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H05	Trade dispute: mark under review
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	H — Safety & Compliance (Admin)	MSG-TC-H06	Trade dispute: resolve complete / refund
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I01	Enable push notifications
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I02	Push error states (Expo Go / web)
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I03	Notification center list + icons
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I04	Tap notification → deep link + mark read
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I05	Mark all as read
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I06	Pagination + pull to refresh
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	I — Notifications: Permission & Center	MSG-TC-I07	Real-time arrival
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	J — Notification Preferences	MSG-TC-J01	Category × channel toggles
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	J — Notification Preferences	MSG-TC-J02	Default preferences
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	J — Notification Preferences	MSG-TC-J03	Safety alerts always-on note
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	J — Notification Preferences	MSG-TC-J04	Quiet hours (subscriber) + validation
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	J — Notification Preferences	MSG-TC-J05	ID verification preference controls decision delivery
TRADE-FLOW-V2	A — Core Happy Paths	TRD-TC-A01	Cash Only: full happy path (buyer confirms)
TRADE-FLOW-V2	A — Core Happy Paths	TRD-TC-A02	Accept SP: Use SP slider → seller accepts → buyer confirms
TRADE-FLOW-V2	A — Core Happy Paths	TRD-TC-A03	Accept SP: Pay Cash (0 SP) — subscriber seller still earns SP
TRADE-FLOW-V2	A — Core Happy Paths	TRD-TC-A04	Donate listing: [Claim] button, no charge
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B01	Seller declines offer
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B02	Offer expires (seller never responds) + seller ignore prompt
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B03	Multiple competing offers — sort order + auto-decline
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B04	Buyer cancels pending trade — no consequence level
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05	Per-seller cap: max 3 pending offers per seller (2026-07-18)
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05a	Per-seller cap: Buyer at 3 with Seller A can still submit to Seller B
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05b	Per-seller cap: Blocked at 4th offer to same seller
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05c	Per-seller cap: Bundle offer counts as 1 slot, not N
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05d	Per-seller cap: Expired offer frees slot immediately
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05e	Regression: No leftover global cap blocks buyer over old global limit
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05f	Admin config: Change offer cap from 3 to 5 on Trade Timing page
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05g	Admin config: Revert cap from 5 back to 3 (forward-looking only)
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05h	Admin config: Validation — reject invalid values (0, 11)
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05i	Mobile client: Config fetch failure — graceful degradation
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B05j	Regression: Per-seller scope + bundle=1 still hold after config change
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B06	Card declined at offer submission
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B07	Expired offer timeline — no message button
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B08	Chat frozen after trade is cancelled or completed
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B09	Chat remains active for in_progress trades
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B10	Replace Card path (saved card → new card)
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B11	Subscribe-upsell → JoinKidsClub
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B12	SP info tooltip (not wired — flag)
TRADE-FLOW-V2	B — Offer Lifecycle	TRD-TC-B13	Duplicate-offer modal navigation (dead code — flag)
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C01	SP reserved on offer submission
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C02	SP restored to buyer on seller decline
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C03	SP restored to buyer on offer expiry
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C04	SP stays reserved when seller accepts
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C05	SP released to seller at trade completion
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C06	SP restored to buyer on seller cancel (in_progress)
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C07	Free user sees locked Use SP button + upgrade modal
TRADE-FLOW-V2	C — SP Behavior	TRD-TC-C08	SP slider capped at 50% of item price
TRADE-FLOW-V2	D — Auto-Complete & Timers	TRD-TC-D01	Auto-complete when buyer never taps I Got It
TRADE-FLOW-V2	D — Auto-Complete & Timers	TRD-TC-D02	Auto-complete skipped when dispute is open
TRADE-FLOW-V2	D — Auto-Complete & Timers	TRD-TC-D03	Offer countdown pill color states
TRADE-FLOW-V2	D — Auto-Complete & Timers	TRD-TC-D04	Auto-complete banner visible to buyer only
TRADE-FLOW-V2	D — Auto-Complete & Timers	TRD-TC-D05	Post-meetup nudge after auto-complete
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E01	Buyer opens Report a Problem modal
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E02	Disputed trade does not auto-complete
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E03	Buyer UI during active dispute
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E04	Seller UI during active dispute
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E05	Admin resolves dispute → Complete
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E06	Admin resolves dispute → Refund
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E07	Trade Dispute — no reason (disabled submit)
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E08	Trade Dispute — reason selected (non-Other)
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E09	"Trade Dispute — ""Other"" + min-20 description"
TRADE-FLOW-V2	E — Dispute Flow	TRD-TC-E10	Trade Dispute — submitting + confirm + success/error
TRADE-FLOW-V2	F — Payout	TRD-TC-F01	Payout shown on completion (no dispute)
TRADE-FLOW-V2	F — Payout	TRD-TC-F02	Payout held when dispute is open
TRADE-FLOW-V2	F — Payout	TRD-TC-F03	Payout needs action when seller has no payout method
TRADE-FLOW-V2	G — Notifications	TRD-TC-G01	Offer expiry reminders to seller
TRADE-FLOW-V2	G — Notifications	TRD-TC-G02	Auto-complete reminders to buyer
TRADE-FLOW-V2	G — Notifications	TRD-TC-G03	Notification throttle per trade
TRADE-FLOW-V2	G — Notifications	TRD-TC-G04	Push notifications deep-link to correct screen
TRADE-FLOW-V2	H — Completion CTAs	TRD-TC-H01	Free buyer sees subscription CTA
TRADE-FLOW-V2	H — Completion CTAs	TRD-TC-H02	"Subscriber buyer used SP — ""You saved $X"""
TRADE-FLOW-V2	H — Completion CTAs	TRD-TC-H03	Subscriber seller on Accept SP listing — SP pending notice
TRADE-FLOW-V2	H — Completion CTAs	TRD-TC-H04	Subscriber seller on Cash Only listing — upsell
TRADE-FLOW-V2	H — Completion CTAs	TRD-TC-H05	Subscription lifecycle — trial / paid / cancel regression
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I01	Safe meetup card on in_progress trade
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I02	Safe meetup card dismissible per trade
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I03	In-chat safety banner persistent
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I04	Pre-first-message safety modal once per listing
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I05	Chat quick-reply chips on in_progress trade
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I06	Liability disclaimer modal gates purchase (checkbox + Accept & Continue)
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I07	Disclaimer modal Cancel path — no trade created
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I08	Disclaimer modal ✕ close behaves like Cancel
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I09	Disclaimer checkbox resets to unchecked on reopen
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I10	Disclaimer modal loading state
TRADE-FLOW-V2	I — Safety UX	TRD-TC-I11	Disclaimer modal not shown for non-trade actions
TRADE-FLOW-V2	J — Seller Cancel Consequences	TRD-TC-J01	Seller cancels in_progress trade → Level 1
TRADE-FLOW-V2	J — Seller Cancel Consequences	TRD-TC-J02	2nd post-acceptance cancel → Level 2
TRADE-FLOW-V2	J — Seller Cancel Consequences	TRD-TC-J03	3rd post-acceptance cancel → Level 3
TRADE-FLOW-V2	J — Seller Cancel Consequences	TRD-TC-J04	Seller cancel button only on in_progress
TRADE-FLOW-V2	J — Seller Cancel Consequences	TRD-TC-J05	Seller cancel modal shows seller reasons only
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K01	Subscriber sees $0.99 fee + Sales Tax line in value stack
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K02	Non-subscriber sees $2.99 fee + Sales Tax line in value stack
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K03	SP discount row conditional on SP used
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K04	Bundle checkout — fee charged per item (admin toggle OFF)
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K05	Bundle checkout — one fee per bundle (admin toggle ON)
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K06	Bundle timeline — fee display matches charge mode
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K07	Admin partial refund — refund price only, keep fee
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K08	Admin partial refund — tax ledger partially refunded
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K09	Payments reconciliation page — charged vs refunded per trade
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K10	Server-side enforcement — one-fee-per-bundle with stale client
TRADE-FLOW-V2	K — Value Stack & Fees	TRD-TC-K11	Seller fee = 5% × cash portion (SP trade)
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L01	Bundle banner on trade detail
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L02	Confirm All shortcut for bundle (buyer)
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L03	Bundle offer rows in Offers tab (seller)
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L04	Non-bundle offers render as single rows
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L05	In-progress bundles section in Buying tab
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L06	Bundle banner in Review Offer screen
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L07	Accept All N Items in Review Offer screen
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L08	Individual accept/decline alongside bundle siblings
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L09	**Bundle card in Your Offers (buyer)**
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L10	Bundle cancel prompt (buyer + seller)
TRADE-FLOW-V2	L — Bundle Flows	TRD-TC-L11	Bundle checkout skips items already in an active trade — buyer notified, flow continues
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M01	Add first item → active cart created
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M02	Add second item from same seller
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M03	Add item from different seller → choice modal
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M04	Replace Cart option
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M05	Cannot add own item to cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M06	Cannot add unavailable / out-of-node item
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M07	Duplicate item prevented in same cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M08	Remove item from cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M09	Clear cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M10	Saved carts: max 3, LRU eviction, switch cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M11	Minimum cart value warning + checkout blocked
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M12	Max SP available shown per cart item (subscriber)
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M13	Realtime: item becomes unavailable while in cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M14	Favorites add / remove
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M15	Favorites screen: availability + empty state
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M16	Success toast appears and auto-dismisses on add-to-cart
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M17	Cart badge increments in sync with toast
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M18	"Toast copy uses ""Trade Basket"" terminology"
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M19	Home dashboard Favorites quick-action tile navigates to Favorites
TRADE-FLOW-V2	M — Cart (End User)	TRD-TC-M20	Discover header heart icon navigates to Favorites
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N01	Admin sets minimum cart value → reflects in app
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N02	Admin minimum cart value validation
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N03	Admin updates Minimum Listing Price on Config → Fees tab
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N04	Seller cannot publish single-item listing below threshold
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N05	Bulk: below-threshold items flagged, valid items publish
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N06	Existing listing auto-paused when threshold raised above price
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N07	Seller raises price to meet threshold → listing repurchasable
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N08	Regression: single-item + bundle checkout at/above threshold
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N09	Price adjustment modal displays correct copy and button text (single-item)
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N10	"""Update Price"" dismisses modal and auto-scrolls + auto-focuses price field (single-item)"
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N11	Price adjustment modal in edit listing flow (single-item edit)
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N12	Bulk listing: per-item chip shows dynamic threshold in missing-required warning
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N13	Bulk listing: publish failure shows clear error message for below-threshold items
TRADE-FLOW-V2	N — Cart (Admin)	TRD-TC-N14	Regression: minimum-price validation still blocks publish in single-item and bulk flows
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O01	Sales tax shown in checkout/cart breakdown (0 SP)
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O02	Tax base stays on full item price as SP slider moves (offer + checkout)
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O03	Tax $0 when globally disabled
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O04	Tax $0 when node tax disabled
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O05	Tax-exempt user sees Tax Free badge
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O06	Transaction history shows tax details
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O07	Refund shows proportional tax refunded
TRADE-FLOW-V2	O — Tax (End User)	TRD-TC-O08	Tax shown on trade timeline/detail for buyer only
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin creates a new tax rule for general_tangible_goods
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin creates second rule for same category — overlap blocked
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin edits existing rule — new version created
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin deactivates a rule
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Existing listings backfill to general_tangible_goods
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	New single-listing creation receives default tax category
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	New bulk-listing creation receives default tax category
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin changes individual listing's tax category
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Tax-exempt category configuration
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Price-threshold category configuration (clothing_footwear)
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Fee-in-tax-base toggle on and off
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Unauthorized user cannot view or edit tax configuration
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Audit trail shows actor, timestamp, before/after values
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin views and edits category→tax-category mapping
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Category mapping change affects new listings immediately
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin cannot map to non-existent or inactive tax category
TRADE-FLOW-V2	O-1 — Tax Categories (Admin Config)	TRD-TC-O1	Admin filters tax rules by active / inactive status
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Single taxable item, no SP — offer is quoted/authorized, not collected
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Bundle with taxable, exempt, and threshold items — line-level tax correct
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Platform-fee tax toggle off and on — tax base changes by fee amount
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	SP used — taxable base unchanged, card auth reflects SP tender
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Seller accepts — tax remains quoted/authorized, not collected
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Buyer cancels while Awaiting Seller — PI canceled, tax voided, SP released once
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Seller declines and offer expiry — PI canceled, tax voided
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Buyer completes successfully — capture succeeds, tax collected
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Auto-complete after 48 hours — capture succeeds, tax collected
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Capture failure — no payout, no collected tax, recovery state visible
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Duplicate webhook/retry — no duplicate tax collection, payout, or SP event
TRADE-FLOW-V2	O-2 — Tax Status Lifecycle	TRD-TC-O2	Historical/backfill records — clearly classified, never falsely marked as collected
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	"Buyer wording: ""Payment authorized"" before capture (Awaiting Seller)"
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	"Buyer wording: ""Payment authorized"" after seller accept (In Progress)"
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	"Buyer wording: ""Paid"" after successful capture (Completed)"
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	"Capture failure shows ""payment could not be completed"" (no completed state)"
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Admin dispute route: full refund with Stripe + tax reversal (captured trade)
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Duplicate refund/retry is idempotent
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Admin dispute route: uncaptured PI is cancelled (not refunded)
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Admin dispute route: Stripe refund failure stays unresolved
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Stripe refund pending → tax pending_refund
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Report: newly submitted offer → Pending/Authorized Tax
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Report: captured trade → Tax Collected using capture timestamp
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Report: cancelled/declined/expired → Voided/Expired Tax, not collected
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Report: refunded trade → Tax Refunded, Net adjusts
TRADE-FLOW-V2	O-3 — Tax Refund & Reconciliation	TRD-TC-O3	Report: CSV totals match on-screen totals
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P01	Node tax rate config (view/edit, validation)
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P02	Bulk tax update across nodes
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P03	Tax rate change history / audit
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P04	Global tax settings toggle + warning banner
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P05	Tax reporting dashboard: summary + date presets
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P06	Jurisdiction breakdown + 7 report types
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P07	CSV export for filing
TRADE-FLOW-V2	P — Tax (Admin)	TRD-TC-P08	Admin changes rate → new transactions use new rate
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q01	Review prompt ([Rate Seller] / [Rate Buyer]) on completion
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q02	Star rating required — submit blocked without rating
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q03	Comment optional, max 500 characters
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q04	Anonymous review hides reviewer identity
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q05	Skip review — no blocking, no re-prompt for same trade
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q06	Mutual review status shown on completed trade detail
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q07	Completed reviews visible on counterparty's profile
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q08	Average rating and total review count on user profile
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q09	Rating breakdown (5 → 1 stars) on profile
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q10	Edit review succeeds within 24h window
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q11	Edit blocked after 24h window
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q12	One review per trade — duplicate submission blocked
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q13	30-day same-counterparty cooldown enforced
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q14	24h post-completion cooldown — review locked
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q15	Flag a review (select reason)
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q16	Auto-hide review after 3+ reports
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q17	Cannot flag own review
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q18	Admin moderation queue — reported reviews with counts
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q19	Admin approves (unhides) a reported review
TRADE-FLOW-V2	Q — Reviews & Ratings	TRD-TC-Q20	Admin deletes a reported review
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R01	Buyer cancels pending trade → cancelled, auth voided, SP restored
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R02	Seller declines pending offer → cancelled, SP restored
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R03	Offer expiry → auto-cancel + competing offers cancelled
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R04	Card declined at offer submission → no trade created
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R05	Seller cancels in_progress → refund + consequence level
TRADE-FLOW-V2	R — Refund & Cancellation State Machine	TRD-TC-R06	Refund settlement breakdown (cash + proportional tax + fee)
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T01	"Points toggle appears only on eligible items; ineligible show ""Not eligible"" label"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T02	Toggle ON applies correct amount (wallet + category cap both sufficient)
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T03	"Toggle ON applies partial amount with ""balance limit"" label when wallet insufficient"
