guide	tc_id	group	description	sub_steps	latest_verdict	latest_date	source_path	still_open	has_pass	finding_note	first_pass_date
ADM	ADM-TC-X06	X — Action Center	Inline mark dispute under review	1							
ADM	ADM-TC-X07	X — Action Center	Inline retry failed payout (confirmation)	1							
ADM	ADM-TC-X08	X — Action Center	"Empty state ""All caught up"""	1							
ADM	ADM-TC-X09	X — Action Center	Sidebar pinned nav item + live count badge	1							
ADM	ADM-TC-X10	X — Action Center	Header bell opens Action Center + badge	1							
ADM	ADM-TC-X11	X — Action Center	Config drift card lists out-of-range settings	1							
ADM	ADM-TC-X12	X — Action Center	Dashboard embeds top-5 Action Center cards + View all link	1							
ADM	ADM-TC-X13	X — Action Center	Cancellation Insights card drill	1							
ADM	ADM-TC-X14	X — Action Center	/cancellation-insights full page	1							
ADM	ADM-TC-Y01	Y — Command Palette & Global Search	⌘K / Ctrl+K opens the palette from any page	1							
ADM	ADM-TC-Y02	Y — Command Palette & Global Search	Header search bar opens the palette	1							
ADM	ADM-TC-Y03	Y — Command Palette & Global Search	Parallel search across 4 entity types with grouped labels	1							
ADM	ADM-TC-Y04	Y — Command Palette & Global Search	Breadcrumb context per result row	1							
ADM	ADM-TC-Y05	Y — Command Palette & Global Search	Input debounced ~200ms	1							
ADM	ADM-TC-Y06	Y — Command Palette & Global Search	"Top 5 per group + ""See all N results"" expansion"	1							
ADM	ADM-TC-Y07	Y — Command Palette & Global Search	"Footer ""View all in <domain>"" → prefilled list page"	1							
ADM	ADM-TC-Y08	Y — Command Palette & Global Search	Selecting a result navigates directly	1							
ADM	ADM-TC-Y09	Y — Command Palette & Global Search	Keyboard navigation (↑/↓/↵/Esc) + focus trap	1							
ADM	ADM-TC-Y10	Y — Command Palette & Global Search	Non-admin rejected (permission scoping)	1							
ADM	ADM-TC-Y11	Y — Command Palette & Global Search	Secret settings values never shown	1							
ADM	ADM-TC-Y12	Y — Command Palette & Global Search	Empty + no-results states	1							
ADM	ADM-TC-Z01	Z — Dashboard Health Strip	Health strip renders below title, above Action Center	1							
ADM	ADM-TC-Z02	Z — Dashboard Health Strip	Six indicators with colored dots + labels + values	1							
ADM	ADM-TC-Z03	Z — Dashboard Health Strip	Dot color reflects configurable thresholds	1							
ADM	ADM-TC-Z04	Z — Dashboard Health Strip	Clicking an indicator navigates to its detail page	1							
ADM	ADM-TC-Z05	Z — Dashboard Health Strip	Failed Payouts deep-link pre-filters to failed	1							
ADM	ADM-TC-Z06	Z — Dashboard Health Strip	Thresholds tunable via /config (health) without code change	1							
ADM	ADM-TC-Z07	Z — Dashboard Health Strip	Dashboard embeds Action Center below the strip	1							
AUTH	AUTH-TC-A01	A — Signup (Email/Password)	Successful signup with valid details	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A02	A — Signup (Email/Password)	Field validation errors (name/email/phone/password)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A03	A — Signup (Email/Password)	Password mismatch + weak password	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A04	A — Signup (Email/Password)	Under-18 date of birth blocked	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A05	A — Signup (Email/Password)	Duplicate email blocked	1	PASS	2026-08-23	e2e-test-results/spotcheck-sweeps-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A06	A — Signup (Email/Password)	Optional referral code (valid / invalid handling)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A07	A — Signup (Email/Password)	Terms of Service & Privacy Policy links	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-A08	A — Signup (Email/Password)	Landing footer legal links (Terms / Privacy Policy)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B01	B — Login & Session Restore	Successful login routes by onboarding status	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B02	B — Login & Session Restore	Invalid credentials error	1	PASS	2026-08-23	e2e-test-results/spotcheck-sweeps-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B03	B — Login & Session Restore	Forgot Password link	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B04	B — Login & Session Restore	Session restore after app kill/relaunch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B05	B — Login & Session Restore	App resume refreshes silently (no spinner)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B06	B — Login & Session Restore	Cold launch does not hang on spinner	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B07	B — Login & Session Restore	Empty-field + invalid-email inline validation	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-B08	B — Login & Session Restore	ACCOUNT_DELETED login branch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-B09	B — Login & Session Restore	PROFILE_NOT_FOUND login branch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-B10	B — Login & Session Restore	Back button returns to previous screen	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-B11	B — Login & Session Restore	Sign Up footer link	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-B12	B — Login & Session Restore	Log In footer link (Create Account)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-C01	C — Social Login	Sign in / Continue with Google	1	PASS	2026-08-16	e2e-test-results/phase21-auth-group-c01-google-2026-08-16/report.md		YES		2026-08-16
AUTH	AUTH-TC-C02	C — Social Login	Sign in / Continue with Facebook	1	PASS	2026-08-16	e2e-test-results/phase20-auth-group-c-closure-2026-08-16/report.md		YES		2026-08-16
AUTH	AUTH-TC-C03	C — Social Login	Sign in / Continue with Apple (iOS + Android)	1	BLOCKED	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Apple provider still not enabled on staging (400 `validation_failed` re-confirmed)	
AUTH	AUTH-TC-C04	C — Social Login	Existing-email account-link prompt	1	PASS	2026-08-19	e2e-test-results/qa-final-verify-e05-c04-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-C05	C — Social Login	Provider unavailable → email fallback banner	1	BLOCKED	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
AUTH	AUTH-TC-C06	C — Social Login	User cancels OAuth — silent return	1	PASS	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md		YES		2026-08-16
AUTH	AUTH-TC-C07	C — Social Login	Social-only user sets a password	1	BLOCKED	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
AUTH	AUTH-TC-D01	D — Logout	Logout from Profile with confirmation	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-D02	D — Logout	Sign Out from Settings	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-D03	D — Logout	After logout, app returns to Landing	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-E01	E — Phone Verification (Deferred Gate)	OTP screen sends + verifies 6-digit code	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH	AUTH-TC-E02	E — Phone Verification (Deferred Gate)	Incomplete / invalid / expired code errors	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH	AUTH-TC-E03	E — Phone Verification (Deferred Gate)	Resend cooldown (60s)	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH	AUTH-TC-E04	E — Phone Verification (Deferred Gate)	OTP rate limiting message	1	PASS	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-E05	E — Phone Verification (Deferred Gate)	Gate blocks first listing until verified	1	PASS	2026-08-19	e2e-test-results/qa-final-verify-e05-c04-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-F01	F — Node/ZIP Gating & Waitlist (End User)	Active ZIP → assigned to node, no waitlist	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-F02	F — Node/ZIP Gating & Waitlist (End User)	"Inactive ZIP → ""We're Coming Soon!"" + Join Waitlist"	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-F03	F — Node/ZIP Gating & Waitlist (End User)	Waitlist confirmation + fallback node access	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-F04	F — Node/ZIP Gating & Waitlist (End User)	Continue Trading without joining waitlist	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-F05	F — Node/ZIP Gating & Waitlist (End User)	ZIP auto-lookup shows city/state	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-F06	F — Node/ZIP Gating & Waitlist (End User)	Node-scoped content (My Node vs Show All Nodes)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-18
AUTH	AUTH-TC-G01	G — Node Management (Admin)	Admin creates an active node (ZIP auto-lookup)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-G02	G — Node Management (Admin)	Admin creates an inactive node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-G03	G — Node Management (Admin)	Admin edits a node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-G04	G — Node Management (Admin)	Admin deactivates a node with members (warning)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-G05	G — Node Management (Admin)	Admin reactivates a node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-G06	G — Node Management (Admin)	Node stats cards + validation	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-H01	H — Profile Setup & Onboarding	Profile Setup: avatar + display name + ZIP	1	PASS	2026-08-24	e2e-test-results/group-j-h-closure-2026-08-24/report.md		YES		2026-08-17
AUTH	AUTH-TC-H02	H — Profile Setup & Onboarding	Profile Setup validation errors	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-H03	H — Profile Setup & Onboarding	Avatar upload failure does not block	1	BLOCKED	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
AUTH	AUTH-TC-H04	H — Profile Setup & Onboarding	~~Welcome screen → Get Started~~ (REMOVED — screen deleted; superseded by H06/H07)	1	BLOCKED	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Welcome screen is an orphaned/dead route (not in the live flow); **plus a confirmed defect: headline renders literal accessibility-prop junk text**	
AUTH	AUTH-TC-H05	H — Profile Setup & Onboarding	~~Feature Highlights carousel~~ (REMOVED — screen deleted; superseded by H06/H07)	1	BLOCKED	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Feature Highlights 4-slide screen is an orphaned/dead route (content correct via deep link, but not reachable by any real user)	
AUTH	AUTH-TC-H06	H — Profile Setup & Onboarding	Onboarding carousel: Next / Skip / Get Started	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-H07	H — Profile Setup & Onboarding	Onboarding completion routes to Home	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH	AUTH-TC-I01	I — Subscription Choice (Onboarding)	~~Start Free Trial enrolls Kids Club+~~ (REMOVED — no in-app trial-choice step; subscription purchase superseded by web-first `JoinKidsClubScreen` path)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; no Start Free Trial CTA anywhere in onboarding; `trial_enabled=false` (precondition unmet)	
AUTH	AUTH-TC-I02	I — Subscription Choice (Onboarding)	~~Continue Free stays on free tier~~ (REMOVED — post-Profile-Setup routes to EDU carousel → free-tier Home; no Continue Free step)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; no Continue Free CTA anywhere	
AUTH	AUTH-TC-I03	I — Subscription Choice (Onboarding)	~~Trial limit reached hides trial CTA~~ (REMOVED — no in-app trial CTA; trial disabled via `admin_config.trial_enabled=false`)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; cannot reach a trial-limit state via UI	
AUTH	AUTH-TC-J01	J — Listing Creation (Single Item)	Photo-first gating (fields hidden until 1 photo)	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J02	J — Listing Creation (Single Item)	AI auto-fill Apply All + per-field Use	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J03	J — Listing Creation (Single Item)	Required field validation	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J04	J — Listing Creation (Single Item)	Condition / Age Group / Gender / Color options	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J05	J — Listing Creation (Single Item)	"""Other"" category → custom name required"	1	PASS	2026-08-24	e2e-test-results/group-j-h-closure-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J06	J — Listing Creation (Single Item)	Payment preference — subscriber Accept SP toggle	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J07	J — Listing Creation (Single Item)	Payment preference — free user upgrade prompt	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J08	J — Listing Creation (Single Item)	SP earnings preview (subscriber)	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J09	J — Listing Creation (Single Item)	Submit for Review → pending + success modal	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J10	J — Listing Creation (Single Item)	Phone-verification gate before publish	1	PASS	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J11	J — Listing Creation (Single Item)	Draft auto-save + resume	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J12	J — Listing Creation (Single Item)	Listing photos — multiple upload, type and size validation	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J13	J — Listing Creation (Single Item)	Listing photos — remove, reorder, replace, and persist after resume	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J14	J — Listing Creation (Single Item)	Bonus category badge appears in picker and preview	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-J15	J — Listing Creation (Single Item)	Category-specific SP earn and buyer-cap preview recalculates	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH	AUTH-TC-K01	K — Bulk Listing Creation	Multi-photo upload + auto-grouping	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-K02	K — Bulk Listing Creation	Regroup / merge / move photos	1	PASS	2026-08-20	e2e-test-results/phase27-groupk-ax-reverify-2026-08-20/report.md		YES		2026-08-19
AUTH	AUTH-TC-K03	K — Bulk Listing Creation	Step indicator: Photos → Group → Review → Publish	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-K04	K — Bulk Listing Creation	Apply to All bar (brand/condition/age/gender)	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-K05	K — Bulk Listing Creation	Submit N Items for Review + confirm sheet	1	PASS (partial)	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-K06	K — Bulk Listing Creation	Bulk SP summary (subscriber)	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH	AUTH-TC-L01	L — Admin Review / Pending	New listing not visible in feed until approved	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH	AUTH-TC-L02	L — Admin Review / Pending	Admin approves → item becomes visible	1	BLOCKED	2026-08-21	e2e-test-results/group-l-playwright-l01-l04-2026-08-21/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Run gated on admin credentials (UI approval path needs admin login)	
AUTH	AUTH-TC-L03	L — Admin Review / Pending	Seller receives approval notification	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH	AUTH-TC-L04	L — Admin Review / Pending	Editing an approved listing returns to pending	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH	AUTH-TC-M01	M — Discovery: Search & Filters	Search bar (debounced) + clear	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M02	M — Discovery: Search & Filters	Recent searches + autocomplete	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M03	M — Discovery: Search & Filters	Sort options	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M04	M — Discovery: Search & Filters	Filters modal: SP toggle, Location/Category/Age, More Filters, live count	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M05	M — Discovery: Search & Filters	"""Accepts SP"" quick-toggle (header ↔ sheet sync)"	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M06	M — Discovery: Search & Filters	Empty / no-results states	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M07	M — Discovery: Search & Filters	Recent Searches chip row + Clear	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M08	M — Discovery: Search & Filters	Trending in {State} section	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M09	M — Discovery: Search & Filters	Result count + active filter chips (incl. gold SP chip)	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-M10	M — Discovery: Search & Filters	Discover header: bookmark → Favorites (local header)	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-N01	N — Discovery: Category & Favorites	Category browse filters results	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-N02	N — Discovery: Category & Favorites	Favorite heart toggle on item card	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-N03	N — Discovery: Category & Favorites	Infinite scroll pagination	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-N04	N — Discovery: Category & Favorites	"""Accepts SP"" badge on item card (gold, §6.7)"	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-O01	O — Discovery: Node Scoping & SP Visibility	Results scoped to user's node	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-O02	O — Discovery: Node Scoping & SP Visibility	Location ZIP + radius filter	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-O03	O — Discovery: Node Scoping & SP Visibility	Inactive ZIP in filter → explicit waitlist opt-in (no auto-enroll)	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-O04	O — Discovery: Node Scoping & SP Visibility	Subscriber vs free SP visibility	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-O05	O — Discovery: Node Scoping & SP Visibility	Admin radius defaults and bounds reflect in Discover	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH	AUTH-TC-P01	P — Global Header, Floating Nav & Home Composer	Header node chip shows registered market (read-only)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P02	P — Global Header, Floating Nav & Home Composer	Header right cluster: bell + chat + avatar; logout removed from header	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P03	P — Global Header, Floating Nav & Home Composer	Header chat icon opens Messages with unread badge	1	BLOCKED	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
AUTH	AUTH-TC-P04	P — Global Header, Floating Nav & Home Composer	Floating pill nav: order, margins, radius, shadow, safe area	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P05	P — Global Header, Floating Nav & Home Composer	Inbox removed from nav; Messages via header chat only	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P06	P — Global Header, Floating Nav & Home Composer	Trades tab: Active Trades (item, counterpart, status label)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P07	P — Global Header, Floating Nav & Home Composer	Trades tab: Trade History (reverse chronological)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P08	P — Global Header, Floating Nav & Home Composer	Trades badge counts active (not completed/cancelled)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P09	P — Global Header, Floating Nav & Home Composer	Basket badge + Home active state unchanged	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P10	P — Global Header, Floating Nav & Home Composer	Post FAB globally visible + opens Sell sheet	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P11	P — Global Header, Floating Nav & Home Composer	Composer bar: tap focuses, type, placeholder	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P12	P — Global Header, Floating Nav & Home Composer	"Composer ""+"" → New Item Photos step, Title pre-filled"	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P13	P — Global Header, Floating Nav & Home Composer	Composer empty submit → empty Title	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P14	P — Global Header, Floating Nav & Home Composer	Composer camera → New Item straight to camera	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P15	P — Global Header, Floating Nav & Home Composer	AI never overwrites composer-pre-filled Title	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P16	P — Global Header, Floating Nav & Home Composer	FAB Sell sheet unchanged (parallel entry point)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-P17	P — Global Header, Floating Nav & Home Composer	Logout still reachable from Profile/Settings	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
